,name,blockname,count
3932,御道街60号,八宝前街72号大院,1
3933,御道街60号,公园路44号,1
3934,御道街60号,大阳沟,2
3935,御道街60号,御道街113号,1
3936,御道街60号,御道街58号,1
3937,御道街60号,标营4号,1
3938,御道街60号,澳丽嘉园,1
3939,苏宁雅悦,外贸公寓,1
3940,苏宁雅悦,太平洋大厦,11
3941,苏宁雅悦,抄纸巷,12
3942,苏宁雅悦,新大都大厦,2
3943,苏宁雅悦,明瓦廊,5
3944,苏宁雅悦,洪宇大厦,1
3945,苏宁雅悦,洪武路168号,5
3946,苏宁雅悦,淮海新村,8
3947,苏宁雅悦,金鹰国际花园,2
3948,四方新村六村,后半山园4号,1
3949,四方新村六村,四方新村一村,1
3950,四方新村六村,四方新村七村,6
3951,四方新村六村,四方新村三村,13
3952,四方新村六村,四方新村二村,3
3953,四方新村六村,四方新村五村,6
3954,四方新村六村,四方新村四村,8
3955,四方新村六村,壹城逸境,1
3956,四方新村六村,天坛新村,1
3957,四方新村六村,海福巷,1
3958,四方新村六村,蓝旗新村,1
3959,四方新村六村,金龙花园,4
3960,珠江路652号,东大影壁,1
3961,珠江路652号,估衣廊,1
3962,珠江路652号,太平桥南,11
3963,珠江路652号,春江新城正和坊,1
3964,珠江路652号,未来城,3
3965,珠江路652号,珠江路511号,2
3966,珠江路652号,珠江路653号,1
3967,珠江路652号,裕德里小区,5
3968,珠江路652号,西大影壁,1
3969,珠江路652号,雍园,2
3970,黄埔花园,半山花园,5
3971,黄埔花园,城开御园,1
3972,黄埔花园,瑞金北村,6
3973,黄埔花园,馨园公寓,4
3974,恒辉假日广场,世茂荣里,2
3975,恒辉假日广场,明发城市广场,3
3976,恒辉假日广场,阳光帝景,13
3977,花港幸福城金桂园,东郊小镇第五街区,3
3978,花港幸福城金桂园,中南世纪雅苑,3
3979,花港幸福城金桂园,南湾营宁康苑,4
3980,花港幸福城金桂园,杜鹃园,9
3981,花港幸福城金桂园,百水芊城云水坊,1
3982,花港幸福城金桂园,百水芊城春水坊,2
3983,花港幸福城金桂园,茉莉园,6
3984,良友里小区,三条巷,3
3985,良友里小区,东白菜园,1
3986,良友里小区,仁义里小区,5
3987,良友里小区,大杨村3至15号,1
3988,良友里小区,小杨村小区,7
3989,良友里小区,新巷,1
3990,良友里小区,普华巷,3
3991,升龙公园道,仁恒绿洲新岛,5
3992,升龙公园道,保利紫荆公馆,4
3993,升龙公园道,天水滨江花园西苑,4
3994,升龙公园道,滨江瑞景家园,2
3995,升龙公园道,银城长岛观澜,8
3996,莫愁花园牡丹里,万达紫金明珠,1
3997,莫愁花园牡丹里,东渡国际青年城,2
3998,莫愁花园牡丹里,东郊小镇第五街区,1
3999,莫愁花园牡丹里,中交锦兰荟,1
4000,莫愁花园牡丹里,凤凰花园城金陵园,7
4001,莫愁花园牡丹里,凤凰西街,13
4002,莫愁花园牡丹里,凤凰西街186号,5
4003,莫愁花园牡丹里,凤凰西街188号,5
4004,莫愁花园牡丹里,凤凰西街269至275号,3
4005,莫愁花园牡丹里,教工新村,1
4006,莫愁花园牡丹里,新城市广场,1
4007,莫愁花园牡丹里,花园路22号,1
4008,莫愁花园牡丹里,莫愁新寓迎春里,2
4009,莫愁花园牡丹里,莫愁花园海棠里,5
4010,莫愁花园牡丹里,雅居乐花园,1
4011,安如村,农机大院小区,2
4012,安如村,台园,4
4013,安如村,安国村,4
4014,安如村,安康村,7
4015,安如村,安民村,9
4016,安如村,安泰村,4
4017,安如村,开园,3
4018,安如村,沿河一村49号,1
4019,安如村,湖西街42号,1
4020,安如村,贡园,1
4021,安如村,金地名京,1
4022,将军塘,三金福邸,2
4023,将军塘,中和桥,1
4024,将军塘,四方新村七村,1
4025,将军塘,四方新村二村,9
4026,将军塘,天坛新寓,4
4027,将军塘,天坛新村,12
4028,将军塘,富康新村,2
4029,将军塘,石门坎,1
4030,将军塘,莺虹苑,1
4031,将军塘,蓝旗新村,1
4032,将军塘,逸境南苑,2
4033,将军塘,银龙三期,2
4034,城市绿洲花园,中国铁建青秀城,11
4035,城市绿洲花园,侯家桥,1
4036,城市绿洲花园,南湾营融康苑,1
4037,城市绿洲花园,宁欣苑小区,1
4038,城市绿洲花园,幕府山庄,1
4039,城市绿洲花园,弘阳壹号,2
4040,城市绿洲花园,招商1872,6
4041,城市绿洲花园,摄山星城闻兰苑,1
4042,城市绿洲花园,新城尚座花园,1
4043,城市绿洲花园,晓庄国际广场,11
4044,城市绿洲花园,林景瑞园,5
4045,城市绿洲花园,泰格公寓,1
4046,城市绿洲花园,百水芊城怡水坊,1
4047,城市绿洲花园,盈嘉香榴湾,1
4048,城市绿洲花园,蓝岸3G,1
4049,城市绿洲花园,金域中央广场,2
4050,鲁能公馆,升龙天汇,1
4051,鲁能公馆,招商雍和府,12
4052,鲁能公馆,海峡城云玺湾,3
4053,鲁能公馆,海峡城云珑湾,6
4054,鲁能公馆,海峡城云璟湾,4
4055,新世界花园,紫鑫城,5
4056,新世界花园,翠岭居,5
4057,新世界花园,钟麓花园,4
4058,和燕路小区,合班村5号,8
4059,和燕路小区,大地伊丽雅特湾,17
4060,茶花里,仁园,1
4061,茶花里,健园,2
4062,茶花里,兆园,4
4063,茶花里,凤凰三村,7
4064,茶花里,拓园,9
4065,茶花里,明园,3
4066,茶花里,梅花里,18
4067,茶花里,沿河四村,1
4068,茶花里,湖西村,1
4069,茶花里,湖西街4号,1
4070,茶花里,福园,3
4071,茶花里,茶西里,3
4072,茶花里,露园,14
4073,汉中门大街3号,凤凰庄,1
4074,汉中门大街3号,凤凰街,1
4075,汉中门大街3号,劲顺花园,1
4076,汉中门大街3号,汉中门大街,4
4077,汉中门大街3号,汉北街8号,7
4078,汉中门大街3号,蔚蓝之都,2
4079,汉中门大街3号,金贸新寓,9
4080,天正滨江花园,五矿御江金城,12
4081,天正滨江花园,良城美景家园,1
4082,凤凰二村,凤凰三村,1
4083,凤凰二村,凤凰西街,6
4084,凤凰二村,凤凰西街146号,4
4085,凤凰二村,凤凰西街223号,1
4086,凤凰二村,凤凰西街229号,1
4087,凤凰二村,凤凰西街269至275号,3
4088,凤凰二村,凤凰西街57号,1
4089,凤凰二村,汉北街8号,3
4090,凤凰二村,莫愁新寓涌泉里,2
4091,凤凰二村,莫愁新寓郁金里,11
4092,府西街小区,中华路140号,2
4093,府西街小区,同坤大厦,1
4094,府西街小区,府西街21号,1
4095,府西街小区,砂珠巷小区,2
4096,府西街小区,绒庄新村,1
4097,府西街小区,绒庄街,1
4098,贡园,健园,9
4099,贡园,农机大院小区,1
4100,贡园,南湖路42号,1
4101,贡园,台园,2
4102,贡园,吉庆家园仲夏苑,2
4103,贡园,吉庆家园逢春苑,3
4104,贡园,宇园,1
4105,贡园,安泰村,1
4106,贡园,开园,1
4107,贡园,文体村,1
4108,贡园,晔园,2
4109,贡园,水西门大街93号,1
4110,贡园,澄园,6
4111,贡园,电站村,1
4112,贡园,真园,15
4113,贡园,话园,2
4114,贡园,铂领公寓,1
4115,天坛新寓,城开家园,1
4116,天坛新寓,天坛新村,13
4117,天坛新寓,天苜雅园,5
4118,天坛新寓,富康新村,2
4119,天坛新寓,将军塘,13
4120,天坛新寓,常府街10至16号,1
4121,天坛新寓,河路道,1
4122,天坛新寓,石门坎,1
4123,天坛新寓,石门坎2号,1
4124,天坛新寓,秦淮教师公寓,1
4125,天坛新寓,紫金名门,1
4126,天坛新寓,红花地,1
4127,天坛新寓,观门口北村,2
4128,天坛新寓,象房新村,1
4129,天坛新寓,金象园,1
4130,文化名园凌波阁,文化名园上筑园,2
4131,文化名园凌波阁,文化名园云龙阁,1
4132,文化名园凌波阁,文化名园烟波阁,1
4133,文化名园凌波阁,文化名园碧波阁,8
4134,文化名园凌波阁,百家湖西花园巴黎城,4
4135,察哈尔路十二新村,古平岗22号,3
4136,察哈尔路十二新村,四维新村,1
4137,察哈尔路十二新村,回龙桥,1
4138,察哈尔路十二新村,太古山庄,1
4139,察哈尔路十二新村,宏业村小区,1
4140,察哈尔路十二新村,察哈尔路67号,1
4141,察哈尔路十二新村,虎踞北路,2
4142,察哈尔路十二新村,虎踞北路78号,1
4143,察哈尔路十二新村,金城花园,2
4144,察哈尔路十二新村,镇江路51号,1
4145,锦绣华府,卢龙山庄,1
4146,锦绣华府,明城华贵园,1
4147,锦绣华府,深业滨江半岛,4
4148,锦绣华府,锦绣江山花园,2
4149,托乐嘉旺邻居,托乐嘉友邻居,7
4150,托乐嘉旺邻居,托乐嘉吉邻居,8
4151,托乐嘉旺邻居,托乐嘉睦邻居,5
4152,托乐嘉旺邻居,托乐嘉贵邻居,4
4153,水佐岗,四卫头小区,2
4154,水佐岗,水佐岗15巷,1
4155,水佐岗,水佐岗32巷,12
4156,水佐岗,水佐岗48巷3号,13
4157,水佐岗,水佐岗48巷5号,3
4158,水佐岗,水佐岗48巷6号,4
4159,水佐岗,水佑岗,10
4160,水佐岗,水佑岗20号,7
4161,水佐岗,水佑岗3号,2
4162,水佐岗,祁家桥,6
4163,水佐岗,童家山2号,9
4164,水佐岗,老菜市,2
4165,天元吉第城,南方花园瑞阳居,7
4166,天元吉第城,天景山公寓春秀苑,2
4167,天元吉第城,天景山公寓永福苑,4
4168,天元吉第城,天景山公寓荣华苑,2
4169,天元吉第城,康桥公寓,6
4170,天元吉第城,泥塘新苑,4
4171,天元吉第城,湖山尊邸,2
4172,天元吉第城,金东城雅居,2
4173,蔡家巷22号,工人新村,1
4174,蔡家巷22号,新模范马路,1
4175,蔡家巷22号,长江新村,4
4176,蔡家巷22号,长江新村2号,1
4177,蔡家巷22号,黑龙江路12巷,1
4178,裕民家园,创业新村,3
4179,裕民家园,和燕路小区,1
4180,裕民家园,弘阳时光里一区,6
4181,裕民家园,弘阳时光里二区,4
4182,裕民家园,招商兰溪谷,5
4183,裕民家园,新城花漾紫郡,4
4184,裕民家园,朗诗未来街区二期,5
4185,裕民家园,浦东村,2
4186,裕民家园,海润枫景家园,1
4187,裕民家园,碧泉嘉园,1
4188,裕民家园,艾菲国际,1
4189,裕民家园,高新花苑,3
4190,裕民家园,鼎泰家园,1
4191,芙蓉园,东沟巷28号,1
4192,芙蓉园,康达花园城,1
4193,芙蓉园,教工新寓西苑,1
4194,芙蓉园,文靖新村,4
4195,芙蓉园,新光花园,1
4196,芙蓉园,汇景新苑,13
4197,芙蓉园,玉靖花园,2
4198,芙蓉园,芙阁新村,2
4199,芙蓉园,顺达佳苑,4
4200,乐府江南家园,丽都嘉园,1
4201,乐府江南家园,人和苑,5
4202,乐府江南家园,地和苑,4
4203,乐府江南家园,大新华府,18
4204,乐府江南家园,浦东村,1
4205,乐府江南家园,珍珠雅苑,3
4206,定淮门3号,丽晶国际,4
4207,定淮门3号,佳盛花园,10
4208,定淮门3号,古平岗22号,21
4209,定淮门3号,定淮门,3
4210,定淮门3号,定淮门6号,4
4211,定淮门3号,晏公庙东,4
4212,定淮门3号,盛世新寓,1
4213,定淮门3号,虎踞北路79号,4
4214,康安里小区,岗虹苑,1
4215,康安里小区,康居里,2
4216,康安里小区,康馨花园,6
4217,康安里小区,怡居园,1
4218,康安里小区,怡馨花园,4
4219,康安里小区,武定新村,11
4220,康安里小区,良城美景家园,10
4221,亚东观云国际,亚东国际公寓,11
4222,亚东观云国际,凤凰和美,6
4223,亚东观云国际,绿岛华庭,8
4224,亚东观云国际,锦虹美苑,1
4225,旭日爱上城第三区,大华锦绣华城桂美颂,6
4226,旭日爱上城第三区,旭日华庭,5
4227,旭日爱上城第三区,旭日爱上城一区,2
4228,旭日爱上城第三区,旭日爱上城第六区,12
4229,旭日爱上城第三区,旭日爱上城第四区北区,1
4230,成山公寓,广博苑,1
4231,成山公寓,康桥公寓,5
4232,成山公寓,时代雅居,1
4233,成山公寓,明月新寓,3
4234,成山公寓,泥塘新苑,1
4235,成山公寓,西苑,6
4236,成山公寓,西苑阳光翠庭,5
4237,成山公寓,金陵天成,1
4238,方园兰庭,兰亭雅苑,8
4239,方园兰庭,兴贤佳园尚贤苑,3
4240,方园兰庭,北苑三村,1
4241,方园兰庭,北苑之星花园,13
4242,方园兰庭,北苑二村,14
4243,方园兰庭,营苑新寓,6
4244,方园兰庭,营苑西村,2
4245,象山和园,义民新村35号,1
4246,象山和园,安乐村,2
4247,象山和园,幕府西路99号,3
4248,象山和园,桥景苑,2
4249,象山和园,森林湾花园,1
4250,象山和园,滨江花园西园,5
4251,天正天御溪岸A区,万裕龙庭水岸,17
4252,天正天御溪岸A区,东方龙湖湾南湖苑,1
4253,天正天御溪岸A区,博学苑,2
4254,天正天御溪岸A区,天正天御溪岸B区,1
4255,天正天御溪岸A区,宜家国际公寓,1
4256,天正天御溪岸A区,文鼎雅苑,2
4257,天正天御溪岸A区,骋望骊都,2
4258,钟山花园城陶然居,东郊美树苑,2
4259,钟山花园城陶然居,钟山花园城博雅居,7
4260,钟山花园城陶然居,钟山花园城山水居,2
4261,钟山花园城陶然居,银城东苑望山苑,3
4262,中南园,东瓜圃桥,2
4263,中南园,回龙桥13号院,1
4264,中南园,新门口,1
4265,中南园,新门口18号,1
4266,中南园,新门口31号,3
4267,中南园,洪庙巷,2
4268,中南园,福建路,1
4269,中南园,萨家湾,1
4270,中南园,金陵大公馆,2
4271,中南园,钟阜大厦,1
4272,上海路16号,上海路,1
4273,上海路16号,冶山道院小区,2
4274,上海路16号,华侨公寓,1
4275,上海路16号,慈悲社,1
4276,上海路16号,秣陵路,1
4277,上海路16号,豆菜桥小区,2
4278,苏城南苑,华阳佳园华彩苑,4
4279,苏城南苑,汇贤居,1
4280,苏城南苑,苏城北苑,2
4281,苏城南苑,苏宁千秋情缘知心园,1
4282,苏城南苑,苏宁千秋情缘花园,3
4283,苏城南苑,金信花园,2
4284,苏城南苑,龙凤花园腾龙里,3
4285,融侨观邸,东方熙龙山院,4
4286,融侨观邸,国信阅景龙华,8
4287,融侨观邸,旭辉银城白马澜山,2
4288,融侨观邸,美麟香漫山,2
4289,融侨观邸,融侨观邸一期,7
4290,融侨观邸,通宇林景雅园,14
4291,益仁巷,京隆国际公寓,3
4292,益仁巷,刘公巷小区,2
4293,益仁巷,小全福巷,1
4294,益仁巷,西一新村,1
4295,益仁巷,贡院街,1
4296,保利礼墅,东墅山庄,4
4297,保利礼墅,依云溪谷一期,2
4298,保利礼墅,依云溪谷三期,4
4299,保利礼墅,依云溪谷二期,4
4300,保利礼墅,尚东花园,2
4301,保利礼墅,朗诗保利麓院,5
4302,保利礼墅,栖园,1
4303,保利礼墅,汇杰文庭,2
4304,保利礼墅,绿城东方玉园,4
4305,保利礼墅,高科荣境,1
4306,运盛美之国3组团,帝景天成半岛阁,1
4307,运盛美之国3组团,帝景天成天水阁,1
4308,运盛美之国3组团,涟城三期,1
4309,运盛美之国3组团,玛斯兰德桃子街区,3
4310,运盛美之国3组团,玛斯兰德辣椒街区,1
4311,运盛美之国3组团,玛斯兰德香橙街区,3
4312,运盛美之国3组团,运盛美之国10组团,5
4313,运盛美之国3组团,运盛美之国6组团,7
4314,珠江路517号,文德里小区,2
4315,珠江路517号,珠江路,4
4316,珠江路517号,珠江路511号,1
4317,珠江路517号,老虎桥,1
4318,金虹花园,利星公寓,2
4319,金虹花园,南湖春晓嘉怡苑,5
4320,金虹花园,吉庆家园逢春苑,1
4321,金虹花园,吉庆家园金秋苑,1
4322,金虹花园,城开怡家,5
4323,金虹花园,庆园,2
4324,金虹花园,思园,4
4325,金虹花园,澄园,2
4326,金粟庵路,五福花园,1
4327,金粟庵路,仁义桥,3
4328,金粟庵路,仓顶,4
4329,金粟庵路,仙鹤里小区,4
4330,金粟庵路,双乐园小区,3
4331,金粟庵路,双塘里,3
4332,金粟庵路,太平苑,3
4333,金粟庵路,来凤街,6
4334,金粟庵路,来凤里,4
4335,金粟庵路,菱角市,1
4336,金粟庵路,金轮园,3
4337,金粟庵路,铜坊苑小区,1
4338,金粟庵路,集庆路,3
4339,颂德里,交通一村,4
4340,颂德里,娄子巷131巷,1
4341,颂德里,育英村,1
4342,颂德里,萨家湾,1
4343,颂德里,长虹路后街,1
4344,龙门居,新金贸花园,3
4345,龙门居,汇林绿洲上林苑,1
4346,龙门居,汇林绿洲广林苑,2
4347,龙门居,汇林绿洲怡林苑,1
4348,龙门居,紫苑,1
4349,龙门居,许府巷10至14号双号,1
4350,龙门居,长江新村2号,1
4351,龙门居,青石村,2
4352,龙门居,黑龙江路26号,2
4353,润龙锦园,万科金域蓝湾,11
4354,润龙锦园,万达西地二期,1
4355,润龙锦园,东方天郡东区,1
4356,润龙锦园,南大和园,1
4357,润龙锦园,名城世家花园,3
4358,润龙锦园,殷巷新寓242幢至297幢,3
4359,润龙锦园,殷巷新寓69至92幢,3
4360,润龙锦园,银城千花溪,3
4361,润龙锦园,骏景华庭,5
4362,清江花苑嘉和园,华景阁,2
4363,清江花苑嘉和园,清江花苑圆梦园,7
4364,清江花苑嘉和园,清江花苑明月园,3
4365,清江花苑嘉和园,清江花苑清风园,1
4366,清江花苑嘉和园,清江花苑碧波园,5
4367,清江花苑嘉和园,清江花苑绿茵园,4
4368,春江新城鸿觉坊,春江新城将军坊,3
4369,春江新城鸿觉坊,春江新城沁顺坊,9
4370,春江新城鸿觉坊,春江新城韩府坊,3
4371,春江新城鸿觉坊,春江新城饮溪坊,3
4372,盛世花园,云燕园小区,1
4373,盛世花园,云谷山庄,2
4374,盛世花园,五塘新村,23
4375,盛世花园,五塘新村二段,2
4376,盛世花园,五塘村,4
4377,盛世花园,南方花园枫彩园,4
4378,盛世花园,姜圩路小区,2
4379,盛世花园,幕府一村,1
4380,盛世花园,建宁路,1
4381,盛世花园,文安里小区南区,2
4382,盛世花园,文景花园,1
4383,盛世花园,望燕名居,4
4384,盛世花园,白云雅居,2
4385,盛世花园,盛世新寓,1
4386,盛世花园,金陵大公馆,2
4387,三九五九巷,水西门大街87号,1
4388,三九五九巷,碧虹苑,1
4389,三九五九巷,艺苑村,2
4390,三九五九巷,长虹路,13
4391,三九五九巷,长虹路203号,6
4392,三九五九巷,长虹路后街,9
4393,阳光锦绣阁,世贸大厦,1
4394,阳光锦绣阁,中青大厦,1
4395,阳光锦绣阁,新城市假日,2
4396,阳光锦绣阁,朗晴名居,1
4397,阳光锦绣阁,滨江公寓,3
4398,阳光锦绣阁,白云园北片,6
4399,阳光锦绣阁,白云园南片,1
4400,阳光锦绣阁,苏武公寓,4
4401,阳光锦绣阁,金海园,3
4402,阳光锦绣阁,阳光广场,5
4403,石头城84号,凤凰西街,2
4404,石头城84号,北京西路76号,1
4405,石头城84号,新城市广场摩尔特区,6
4406,石头城84号,晏公庙东,1
4407,石头城84号,港龙园,1
4408,石头城84号,石头城,7
4409,石头城84号,石头城新村,1
4410,石头城84号,腾飞园,3
4411,紫竹林,五所村小区,1
4412,紫竹林,工人新村,2
4413,紫竹林,新金贸花园,3
4414,紫竹林,江西路,3
4415,紫竹林,紫竹林1号,75
4416,紫竹林,紫竹林21号,4
4417,紫竹林,紫竹林28号,28
4418,紫竹林,紫竹林2号,12
4419,紫竹林,紫竹林3号,2
4420,紫竹林,紫竹苑小区,4
4421,紫竹林,紫苑,1
4422,紫竹林,许家桥,1
4423,紫竹林,金陵大公馆,1
4424,紫竹林,长江新村,9
4425,紫竹林,长江新村2号,5
4426,紫竹林,长江新村40号,4
4427,紫竹林,长江新村5号,2
4428,紫竹林,青石村,4
4429,紫竹林,青石村新生院,1
4430,紫竹林,黑龙江路,6
4431,紫竹林,黑龙江路11号,5
4432,紫竹林,黑龙江路12巷,11
4433,紫竹林,黑龙江路26号,20
4434,紫竹林,黑龙江路八巷,1
4435,天华硅谷,天华绿谷庄园,6
4436,天华硅谷,海润枫景家园,1
4437,莫愁新村,云锦美地碧云居,1
4438,莫愁新村,彩虹苑,1
4439,莫愁新村,文体村,2
4440,莫愁新村,水西门大街133号,5
4441,莫愁新村,水西门大街153号,6
4442,莫愁新村,育英村,2
4443,莫愁新村,艺苑村,3
4444,莫愁新村,茶亭东街9巷,2
4445,莫愁新村,蓓蕾村东,2
4446,莫愁新村,迎宾村,1
4447,枫情家园,21世纪现代城,1
4448,枫情家园,仲景公寓,2
4449,枫情家园,湖滨世纪花园,3
4450,枫情家园,湖滨公寓,14
4451,枫情家园,百家湖国际花园,4
4452,枫情家园,胜泰新寓,5
4453,枫情家园,金王府,3
4454,枫情家园,金轮第一城,3
4455,枫情家园,颐秀居,3
4456,太平苑,东渡国际青年城,2
4457,太平苑,东郊小镇第五街区,1
4458,太平苑,中交锦兰荟,1
4459,太平苑,仓顶,10
4460,太平苑,仙鹤街,3
4461,太平苑,双塘里,5
4462,太平苑,文化名园上筑园,1
4463,太平苑,新城市广场,1
4464,太平苑,来凤街,2
4465,太平苑,来凤里,11
4466,太平苑,玉带园,2
4467,太平苑,百家湖西花园伦敦城,1
4468,太平苑,花园路22号,1
4469,太平苑,金粟庵路,5
4470,莲花新城北苑,七彩星城,1
4471,莲花新城北苑,清荷园北园,4
4472,莲花新城北苑,莲花嘉园,23
4473,莲花新城北苑,莲花新城南苑,5
4474,莲花新城北苑,金穗花园,4
4475,吉庆家园金秋苑,农机大院小区,1
4476,吉庆家园金秋苑,吉庆家园仲夏苑,1
4477,吉庆家园金秋苑,吉庆家园逢春苑,6
4478,吉庆家园金秋苑,安如村,1
4479,吉庆家园金秋苑,开园,2
4480,吉庆家园金秋苑,思园,2
4481,吉庆家园金秋苑,澄园,1
4482,吉庆家园金秋苑,真园,4
4483,吉庆家园金秋苑,香缇丽舍,4
4484,天地新城天琴座,天地新城天心座,7
4485,天地新城天琴座,天地新城天权座,24
4486,天地新城天琴座,天地新城天玑座,4
4487,天地新城天琴座,天水雅居,1
4488,天地新城天琴座,左邻右里,6
4489,天地新城天琴座,明月港湾星河湾,12
4490,天地新城天琴座,明月港湾月亮湾,4
4491,天地新城天琴座,明月港湾翠堤湾,3
4492,天地新城天琴座,经纬城市花园小区,1
4493,白鹭花园凤栖苑,凤鸣苑,10
4494,白鹭花园凤栖苑,新禧家园,1
4495,白鹭花园凤栖苑,明园,12
4496,白鹭花园凤栖苑,梅花里,1
4497,白鹭花园凤栖苑,湖西街42号,1
4498,白鹭花园凤栖苑,白鹭花园莺歌苑,6
4499,白鹭花园凤栖苑,福园,2
4500,白鹭花园凤栖苑,银轮花园,8
4501,天泓山庄竹山苑,复地御钟山一期,5
4502,天泓山庄竹山苑,天悦花园,2
4503,天泓山庄竹山苑,天泓山庄丽山苑,1
4504,天泓山庄竹山苑,天泓山庄云山苑,11
4505,天泓山庄竹山苑,天泓山庄秀山苑,1
4506,天泓山庄竹山苑,天泓山庄香山苑,8
4507,文鼎雅苑,万裕龙庭水岸,19
4508,文鼎雅苑,东郊小镇第六街区,1
4509,文鼎雅苑,中浩学府风景,2
4510,文鼎雅苑,保利梧桐语花园,7
4511,文鼎雅苑,协众水岸风华,2
4512,文鼎雅苑,天正天御溪岸A区,1
4513,文鼎雅苑,宜家国际公寓,14
4514,文鼎雅苑,文博苑,7
4515,龙福山庄,君悦城市花园,4
4516,龙福山庄,安德新寓,3
4517,龙福山庄,德安花园,7
4518,龙福山庄,明门公寓,1
4519,龙福山庄,枫情国度尚园,9
4520,龙福山庄,玻纤院,3
4521,龙福山庄,龙福花园,9
4522,泰润公寓,华严岗1号,1
4523,泰润公寓,新金贸花园,2
4524,泰润公寓,洪庙一巷4号,2
4525,泰润公寓,港宁园,2
4526,泰润公寓,萨家湾花苑,2
4527,泰润公寓,金川花苑,1
4528,泰润公寓,金川雅居,2
4529,泰润公寓,金阜雅苑,1
4530,泰润公寓,钟阜路28号,2
4531,汉中路,北东瓜市,1
4532,汉中路,国华大厦,1
4533,汉中路,峨嵋岭,2
4534,汉中路,峨嵋岭10号,1
4535,汉中路,峨嵋岭19号,1
4536,汉中路,广州路215-2号,1
4537,汉中路,广州路215号,1
4538,汉中路,明华清园,10
4539,汉中路,百步坡,3
4540,汉中路,金鹰国际花园,1
4541,东宝路28号大院,东宝花园,1
4542,东宝路28号大院,滨江瑞景家园,2
4543,东宝路28号大院,辰龙绿苑西苑,1
4544,东宝路28号大院,邮政世纪花园,2
4545,东宝路28号大院,金陵世纪花园,1
4546,东宝路28号大院,鸿都大厦,1
4547,欣芝园,尊园,1
4548,欣芝园,小市新村,1
4549,欣芝园,恒基金满庭,1
4550,欣芝园,燕语华庭,3
4551,欣芝园,紫霞公寓,2
4552,尚书村,中和桥5号,1
4553,尚书村,光华园,1
4554,尚书村,八宝前街72号大院,2
4555,尚书村,大光路50号,1
4556,尚书村,大光里小区,11
4557,尚书村,尚书巷,1
4558,尚书村,康居里,2
4559,尚书村,蓝旗新村,1
4560,尚书村,金陵尚府,5
4561,尚书村,香格里拉菁英汇,5
4562,开元新居,汉中翠庭,2
4563,开元新居,汉中门外大街,1
4564,开元新居,汉中门外大街203号,1
4565,开元新居,清凉山庄,4
4566,开元新居,萍聚村,4
4567,开元新居,虎踞路,1
4568,开元新居,龙蟠里,3
4569,健园,利民东村,7
4570,健园,台园,7
4571,健园,晔园,7
4572,健园,沿河二村,3
4573,健园,真园,14
4574,健园,话园,7
4575,健园,贡园,5
4576,中电颐和府邸,中电颐和家园尚玄,3
4577,中电颐和府邸,中电颐和家园尚璟,10
4578,中电颐和府邸,中电颐和家园睿域,3
4579,中电颐和府邸,北苑之星花园,1
4580,中电颐和府邸,十字街130号,1
4581,中电颐和府邸,和燕花苑,1
4582,中电颐和府邸,星叶瑜憬湾,1
4583,中电颐和府邸,美达浅草明苑,1
4584,中电颐和府邸,金浦御龙湾,1
4585,中电颐和府邸,高家村42号,2
4586,金港花园,南方花园瑞阳居,1
4587,金港花园,天地新城天一座,1
4588,金港花园,明月港湾星河湾,1
4589,金港花园,明月港湾翠堤湾,1
4590,金港花园,经纬城市花园小区,1
4591,金港花园,金盛公寓,2
4592,金港花园,龙西新寓,1
4593,大华锦绣华城香鸢美颂,大华锦绣华城乐美颂,1
4594,大华锦绣华城香鸢美颂,大华锦绣华城柳州苑,2
4595,大华锦绣华城香鸢美颂,大华锦绣华城榴美颂,10
4596,大华锦绣华城香鸢美颂,大华锦绣华城香榭美颂,18
4597,大华锦绣华城香鸢美颂,大华锦绣华城香邑美颂,4
4598,大华锦绣华城香鸢美颂,江月府,3
4599,天和园,宁和新寓,11
4600,天和园,开元新寓,4
4601,天和园,经典家园,3
4602,天泽苑,中冶天城,2
4603,天泽苑,南京恒大绿洲,4
4604,天泽苑,武夷绿洲品茗苑,16
4605,天泽苑,莱茵东郡,1
4606,天泽苑,雍景园小区,9
4607,王府国际花园,三茅宫,5
4608,王府国际花园,天堂街,6
4609,王府国际花园,富春里,2
4610,王府国际花园,王府大街,1
4611,王府国际花园,秣陵路,6
4612,王府国际花园,金鹰国际花园,3
4613,安乐村,五所村小区,8
4614,安乐村,建宁路,5
4615,安乐村,建宁路55号,1
4616,安乐村,钟阜路小区,12
4617,威尼斯水城第九街区,威尼斯水城第七街区,4
4618,威尼斯水城第九街区,威尼斯水城第三街区,8
4619,威尼斯水城第九街区,威尼斯水城第五街区,5
4620,威尼斯水城第九街区,威尼斯水城第八街区,2
4621,威尼斯水城第九街区,威尼斯水城第六街区,2
4622,威尼斯水城第九街区,威尼斯水城第十一街区,1
4623,威尼斯水城第九街区,威尼斯水城第十二街区,1
4624,威尼斯水城第九街区,威尼斯水城第十街区,9
4625,威尼斯水城第九街区,威尼斯水城第四街区,6
4626,明通家园,东南花苑,1
4627,明通家园,东渡国际青年城,2
4628,明通家园,中北蔚蓝星座,1
4629,明通家园,九龙盛世园,3
4630,明通家园,商茂新园,2
4631,明通家园,怡馨花园,9
4632,明通家园,碧水云天,4
4633,明通家园,良城美景家园,6
4634,明通家园,辰龙绿苑西苑,1
4635,明通家园,雅居乐花园,1
